place_id,name,cre_id,longitude,latitude,regular_price,premium_price,diesel_price,state,municipality,address
5799,COMBUSTIBLES COYUCA S.A. DE C.V.,PL/4263/EXP/ES/2015,-100.0796,17.00197,24.79,25.79,25.8,,,
7199,SERVICIO DE GASOLINERIA LEPACABA S.A. DE C.V.,PL/4264/EXP/ES/2015,-97.91441,22.38155,23.49,24.39,25.46,,,
7020,SERVICIO 3L S.A. DE C.V.,PL/4265/EXP/ES/2015,-98.21787,19.0548,22.37,23.29,,,,
7400,SERVICIO DE GASOLINERIA LEPACABA S.A. DE C.V.,PL/4266/EXP/ES/2015,-98.13894,22.16531,23.75,,25.35,,,
5824,J. TRINIDAD FONSECA TORRES,PL/4267/EXP/ES/2015,-101.9872,20.87082,25.39,26.79,26.49,,,
6790,"PRONTOGAS, S.A. DE C.V.",PL/4268/EXP/ES/2015,-106.1,28.68397,24.99,25.99,,,,
6799,INMOBILIARIA EL CARMELO S.A. DE C.V.,PL/4269/EXP/ES/2015,-93.02947,18.17759,23.69,24.99,25.99,,,
2121,PETROMAX S.A. DE C.V.,PL/427/EXP/ES/2015,-100.3682,25.67366,25.99,27.89,,,,
7229,SERVICIO ZACUALTIPAN S.A. DE C.V.,PL/4270/EXP/ES/2015,-98.64834,20.65015,24.75,25.25,26.5,,,
7071,INMOBILIARIA EL CARMELO S.A. DE C.V.,PL/4271/EXP/ES/2015,-93.09765,18.1494,23.69,24.99,25.99,,,
6880,ESTACIÓN PIRU S.A. DE C.V.,PL/4272/EXP/ES/2015,-110.9343,29.07776,25.79,26.99,,,,
7180,SERVICIO LOS VENADOS S.A. DE C.V.,PL/4273/EXP/ES/2015,-109.9396,22.89437,25.09,26.29,,,,
6115,AGENCIA DE COMB. Y LUB EL MORRO S.A. DE C.V.,PL/4274/EXP/ES/2015,-100.9394,22.17628,24.79,25.75,25.99,,,
6512,"PRONTOGAS, S.A. DE C.V.",PL/4275/EXP/ES/2015,-106.1255,28.64582,24.39,25.29,,,,
7231,GASOLINERA PERICOS S. DE R. L. DE C. V.,PL/4276/EXP/ES/2015,-107.6992,25.08183,25.5,,26.99,,,
6440,OPERADORA TIERRA CÁLIDA S.A. DE C.V.,PL/4277/EXP/ES/2015,-115.4012,32.6534,23.79,24.79,24.99,,,
5951,MARÍA DEL REFUGIO GARCÍA MELLADO,PL/4278/EXP/ES/2015,-98.37147,20.07753,24.09,24.99,25.59,,,
7219,G. Y G. GASOLINEROS S. A.,PL/4279/EXP/ES/2015,-100.3337,25.68595,24.79,27.69,,,,
2485,PETROMAX S.A. DE C.V.,PL/428/EXP/ES/2015,-100.1985,25.75267,24.59,27.89,,,,
6137,COMBUSTIBLES Y LUBRICANTES LAS LOMAS S.A. DE C.V.,PL/4280/EXP/ES/2015,-96.90924,19.43514,24.5,,26.3,,,
7433,MARTHA ALICIA DE LA O RODRÍGUEZ,PL/4281/EXP/ES/2015,-110.3157,24.13442,24.0,25.65,,,,
6485,GASOLINERA CASILLAS S. DE R. L. DE C. V.,PL/4282/EXP/ES/2015,-102.7034,20.29501,25.39,26.76,27.37,,,
7014,PAULA BANDA GAITAN,PL/4283/EXP/ES/2015,-100.9799,23.68685,25.99,,27.69,,,
6482,SAMUEL ALEJANDRO HERNÁNDEZ LEGARIA,PL/4284/EXP/ES/2015,-97.78511,17.81354,,,,,,
6355,MINERVA LÓPEZ DAVILA,PL/4285/EXP/ES/2015,-101.4421,26.92085,24.85,26.35,,,,
7038,DISTRIBUIDORA Y COMERCIALIZADORA MERCANTIL DEL OCCIDENTE S.A. DE C.V.,PL/4286/EXP/ES/2015,-105.2312,20.61867,26.14,27.79,,,,
6787,MULLER Y ASOCIADOS S.A. DE C.V.,PL/4287/EXP/ES/2015,-99.9081,16.84644,23.95,24.95,25.45,,,
6748,SERVICIOS TURÍSTICOS ENRIQUEZ S.A. DE C.V.,PL/4288/EXP/ES/2015,-97.58764,18.87709,23.99,24.9,25.99,,,
6797,SERVICIO LLANO LARGO S.A. DE C.V.,PL/4289/EXP/ES/2015,-99.81335,16.8187,23.89,24.89,25.2,,,
2183,PETROMAX S.A. DE C.V.,PL/429/EXP/ES/2015,-98.29991,26.08213,21.69,23.39,,,,
7379,SERVICIO MASCAREÑO S.A. DE C.V.,PL/4290/EXP/ES/2015,-108.1576,25.36372,25.54,26.79,26.84,,,
7056,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/4291/EXP/ES/2015,-103.4439,25.53751,25.79,26.99,27.99,,,
7055,SERVICIOS GASOLINEROS SÁNCHEZ JUARES S.A. DE C.V.,PL/4292/EXP/ES/2015,-97.84956,22.28356,23.4,24.3,24.9,,,
6739,SERVICIO CAYACO S.A. DE C.V.,PL/4293/EXP/ES/2015,-99.80705,16.85808,24.55,25.75,25.7,,,
6001,GAS HUINALA S.A. DE C.V.,PL/4294/EXP/ES/2015,-100.3428,25.72147,22.89,24.99,,,,
6979,JUAN REGALADO MARTINEZ,PL/4295/EXP/ES/2015,-94.82835,16.47847,25.0,,27.0,,,
7075,AUTOSERVICIO EL DURAZNO S.A. DE C.V.,PL/4296/EXP/ES/2015,-101.1761,19.65807,24.94,25.75,26.6,,,
7389,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",PL/4297/EXP/ES/2015,-101.6248,21.08558,25.69,27.69,26.89,,,
7122,GAS VAGA S.A. DE C.V.,PL/4298/EXP/ES/2015,-103.3895,20.41668,22.99,,,,,
7484,SUPER GASOLINERAS DE LA FRONTERA S.A. DE C.V. ,PL/4299/EXP/ES/2015,-106.8804,28.42169,23.49,,24.99,,,
2325,PETROMAX S.A. DE C.V.,PL/430/EXP/ES/2015,-99.20648,19.54421,24.49,26.49,25.59,,,
6303,SERVICIO RIVERA SOSA S.A. DE C.V.,PL/4300/EXP/ES/2015,-98.14412,20.08637,23.8,24.4,24.6,,,
6625,JACOB GUENTHER WALL,PL/4301/EXP/ES/2015,-103.4204,24.06945,24.7,25.9,25.99,,,
6178,E S EL BARQUITO S.A. DE C.V.,PL/4302/EXP/ES/2015,-97.87337,22.33802,22.99,24.22,25.26,,,
6628,SUPERSERVICIO TORRES S.A. DE C.V.,PL/4303/EXP/ES/2015,-102.8424,19.19533,26.0,27.0,27.65,,,
7372,SUPER GASOLINERAS DE LA FRONTERA S.A. DE C.V. ,PL/4304/EXP/ES/2015,-106.861,28.42503,23.99,,24.99,,,
6449,SUPER GASOLINERAS DE LA FRONTERA S.A. DE C.V. ,PL/4305/EXP/ES/2015,-106.884,28.44143,23.49,,24.99,,,
5957,OPERADORA TIERRA CÁLIDA S.A. DE C.V.,PL/4306/EXP/ES/2015,-115.4696,32.59467,23.99,24.99,,,,
6423,SUPER GASOLINERAS DE LA FRONTERA S.A. DE C.V. ,PL/4307/EXP/ES/2015,-106.8541,28.21321,23.49,,24.99,,,
5958,FAJA DE ORO ABASTOS S.A. DE C.V.,PL/4308/EXP/ES/2015,-107.3646,24.77303,22.99,,,,,
7005,"AUTO SERVICIO CASA MAGNA, S.A. DE C.V.",PL/4309/EXP/ES/2015,-116.9975,32.51829,24.49,25.99,25.89,,,
2344,PETROMAX S.A. DE C.V.,PL/431/EXP/ES/2015,-99.17842,19.52987,24.59,26.59,,,,
7302,PETROQUIMICA DE LA PENINSULA S.A. DE C.V.,PL/4310/EXP/ES/2015,-89.03285,20.93622,24.84,25.89,27.09,,,
6260,SERVICIO CAYACO S.A. DE C.V.,PL/4311/EXP/ES/2015,-99.80788,16.86207,24.55,25.75,25.7,,,
6889,GASOLINERA PASO DEL COYOTE S.A. DE C.V.,PL/4312/EXP/ES/2015,-101.247,27.9472,25.5,26.6,26.8,,,
7100,SERVICIO CIMOGUA S.A. DE C.V.,PL/4313/EXP/ES/2015,-98.0621,16.34925,25.69,26.69,27.39,,,
6914,"FRAXER, S.A. DE C.V.",PL/4314/EXP/ES/2015,-101.6036,22.29549,24.99,,26.59,,,
6195,ANELRO S. A.,PL/4315/EXP/ES/2015,-99.98553,20.38474,24.19,25.19,25.89,,,
6989,SERVICIOS CADIEZ S.A. DE C.V.,PL/4316/EXP/ES/2015,-108.3476,25.72781,24.98,25.98,25.99,,,
6490,SERVI FER S.A. DE C.V.,PL/4317/EXP/ES/2015,-99.81262,16.86948,24.55,25.75,25.7,,,
6298,MACRO COMBUSTIBLES S.A. DE C.V.,PL/4318/EXP/ES/2015,-99.99886,20.37746,24.19,25.19,25.89,,,
6819,SERVICIO LUSAL S.A. DE C.V.,PL/4319/EXP/ES/2015,-103.7278,19.24569,25.49,26.69,,,,
2417,PETROMAX S.A. DE C.V.,PL/432/EXP/ES/2015,-100.2656,25.68003,24.59,27.89,,,,
6513,CARLOS MARTINEZ MÁRQUEZ,PL/4320/EXP/ES/2015,-106.112,27.96693,24.69,,25.89,,,
6539,ESTACIÓN PIRU S.A. DE C.V.,PL/4321/EXP/ES/2015,-116.9705,32.50169,23.49,25.49,,,,
6840,ESTACIÓN PIRU S.A. DE C.V.,PL/4322/EXP/ES/2015,-116.905,32.49877,23.99,25.49,,,,
7357,SERVI LA VENTA S.A. DE C.V.,PL/4323/EXP/ES/2015,-99.82237,16.91029,24.8,25.8,26.44,,,
5862,ESTACIÓN DE SERVICIO MONTE DE LA VIRGEN S.A. DE C.V.,PL/4324/EXP/ES/2015,-103.3464,20.63971,24.09,26.49,25.69,,,
6702,ESTACIÓN DE SERVICIO MEDINA GUERRA S.A. DE C.V.,PL/4325/EXP/ES/2015,-103.4435,23.95819,25.76,,26.91,,,
6757,SERVICIO LIBERTADORES S.A. DE C.V.,PL/4326/EXP/ES/2015,-99.83422,16.89378,24.8,25.8,26.44,,,
6470,GASOLINERAS REY NAYAR S.A. DE C.V.,PL/4327/EXP/ES/2015,-104.8763,21.48535,24.4,24.9,25.99,,,
6788,SERVICIO DIAMANTE S.A. DE C.V.,PL/4328/EXP/ES/2015,-99.80401,16.79112,24.29,25.25,,,,
7396,PRONTOGAS S.A. DE C.V.,PL/4329/EXP/ES/2015,-106.0596,28.6444,24.99,25.99,,,,
2489,PETROMAX S.A. DE C.V.,PL/433/EXP/ES/2015,-100.2634,25.71057,24.59,27.89,,,,
6973,PRONTOGAS S.A. DE C.V.,PL/4330/EXP/ES/2015,-106.1453,28.73228,24.59,25.79,25.99,,,
6582,SERVICIOS GASOLINEROS DE MÉXICO S.A. DE C.V.,PL/4331/EXP/ES/2015,-103.7423,19.28039,25.49,26.69,26.79,,,
6594,ARREDONDO VILLANUEVA HERMANOS S. A.,PL/4332/EXP/ES/2015,-99.83057,16.89749,24.8,25.8,26.44,,,
7415,PRONTOGAS S.A. DE C.V.,PL/4333/EXP/ES/2015,-106.1018,28.60357,24.79,25.79,25.99,,,
6820,ALCARAZ SOBERANIS S.A. DE C.V.,PL/4334/EXP/ES/2015,-99.90599,16.85405,24.7,25.8,,,,
5992,COPAA ADMINISTRACIÓN S.A. DE C.V.,PL/4335/EXP/ES/2015,-99.4974,27.48398,20.99,22.99,,,,
7147,DISTRIBUIDORA Y COMERCIALIZADORA MERCANTIL DEL OCCIDENTE S.A. DE C.V.,PL/4336/EXP/ES/2015,-105.2249,20.63469,25.99,27.79,26.99,,,
6564,SERVICIO MAGALLANES S.A. DE C.V.,PL/4337/EXP/ES/2015,-99.88453,16.86376,24.9,25.9,,,,
6500,MELITON ALCANTARA ANDRADE,PL/4338/EXP/ES/2015,-99.86151,20.12514,25.0,25.4,26.1,,,
6438,SERVICIO COSTERA S.A. DE C.V.,PL/4339/EXP/ES/2015,-99.84936,16.84454,24.55,25.6,,,,
2263,PETROMAX S.A. DE C.V.,PL/434/EXP/ES/2015,-100.846,25.44611,24.99,27.79,,,,
6833,SERVICIOS CIMARRON S.A. DE C.V.,PL/4340/EXP/ES/2015,-116.9715,32.49512,22.92,24.72,24.82,,,
5961,COMBUSTIBLES GASOSUR S.A. DE C.V.,PL/4341/EXP/ES/2015,-99.1225,16.71802,25.45,25.85,26.89,,,
6751,GILBERTO VIVANCO PÉREZ,PL/4342/EXP/ES/2015,-98.56988,19.90404,24.2,,25.7,,,
6950,DISTRIBUIDORA Y COMERCIALIZADORA MERCANTIL DEL OCCIDENTE S.A. DE C.V.,PL/4343/EXP/ES/2015,-105.2279,20.66588,25.79,27.49,26.99,,,
7499,GRUPO CORPORATIVO ALMA S.A. DE C.V.,PL/4344/EXP/ES/2015,-102.999,22.63526,25.42,25.81,26.94,,,
6026,COMBUSTIBLES DE LA BAHIA S.A. DE C.V.,PL/4345/EXP/ES/2015,-105.2409,20.68311,25.99,27.49,26.99,,,
7345,COMBUSTIBLES DE LA BAHIA S.A. DE C.V.,PL/4346/EXP/ES/2015,-105.2035,20.66099,25.69,27.49,26.99,,,
6794,COMBUSTIBLES DE LA BAHIA S.A. DE C.V.,PL/4347/EXP/ES/2015,-105.2405,20.6523,,,,,,
5772,COMBUSTIBLES DE LA BAHIA S.A. DE C.V.,PL/4348/EXP/ES/2015,-105.2203,20.64518,25.99,27.69,26.99,,,
5773,COMBUSTIBLES GASOSUR S.A. DE C.V.,PL/4349/EXP/ES/2015,-99.51318,17.57382,24.75,25.85,26.65,,,
2176,PETROMAX S.A. DE C.V.,PL/435/EXP/ES/2015,-99.23218,19.47735,23.99,,,,,
6012,SERVICIO EL PIMO S.A. DE C.V.,PL/4350/EXP/ES/2015,-102.8071,20.55268,25.89,26.99,26.89,,,
6241,SERVI BOULEVARD S.A. DE C.V.,PL/4351/EXP/ES/2015,-99.82632,16.90582,24.8,25.8,,,,
6847,SERVI COPACABANA S.A. DE C.V.,PL/4352/EXP/ES/2015,-99.82224,16.80162,24.62,25.5,25.65,,,
6559,SERVI LAS PLAYAS S.A. DE C.V.,PL/4353/EXP/ES/2015,-99.87238,16.85989,24.55,25.6,,,,
7067,ESTACIÓN DE SERVICIO LA FAVORITA S.A. DE C.V.,PL/4354/EXP/ES/2015,-102.9244,20.58232,24.49,26.84,25.99,,,
6520,GASOLINERA Y SERVICIOS CENTRAL S.A. DE C.V.,PL/4355/EXP/ES/2015,-99.04446,19.56886,23.09,25.49,25.89,,,
6218,SAMUEL MENDIVIL POMPOSO,PL/4356/EXP/ES/2015,-110.7831,27.95926,25.95,27.95,,,,
6474,ROBERTO PIMENTEL ALVAREZ,PL/4357/EXP/ES/2015,-102.6116,22.77046,25.28,26.28,26.28,,,
7105,SERVICIO TRECE Y CARRERA S.A. DE C.V.,PL/4358/EXP/ES/2015,-99.14825,23.73759,23.89,,,,,
6417,SERVICIO TRECE Y CARRERA S.A. DE C.V.,PL/4359/EXP/ES/2015,-99.14478,23.74036,23.99,24.99,,,,
2555,PETROMAX S.A. DE C.V.,PL/436/EXP/ES/2015,-100.8062,25.42695,24.99,27.79,26.89,,,
5819,MARIA DE LOS ANGELES DIAZ FLORES,PL/4360/EXP/ES/2015,-97.79377,19.30557,22.99,24.75,24.99,,,
7237,GASOLINERA LA CIBELES S.A. DE C.V.,PL/4361/EXP/ES/2015,-92.25538,14.92134,23.69,24.58,25.94,,,
6894,GASOLINERA CAMPESTRE S.A. DE C.V.,PL/4362/EXP/ES/2015,-99.12711,23.75157,23.49,24.49,,,,
6374,GASOLINERA LA LOMA S.A. DE C.V.,PL/4363/EXP/ES/2015,-99.14521,23.71804,24.39,25.39,,,,
7262,CONFIAMEX GASOLINERAS S.A. DE C.V.,PL/4364/EXP/ES/2015,-103.4232,25.5542,21.49,26.1,,,,
6353,MULTISERVICIOS DE MORELIA S.A. DE C.V.,PL/4365/EXP/ES/2015,-101.2181,19.67567,24.89,26.09,,,,
6133,SÚPER SERVICIO CORONA EL OLMO S.A. DE C.V.,PL/4366/EXP/ES/2015,-99.11102,23.97939,24.49,24.79,25.89,,,
7074,SÚPER SERVICIO BUGAMBILIA S.A. DE C.V.,PL/4367/EXP/ES/2015,-99.15507,23.74178,23.69,24.69,,,,
5960,GASOLINERA EXPRESS DE TECARIO S.A. DE C.V.,PL/4368/EXP/ES/2015,-101.4554,19.2325,,,,,,
7208,MARIA DE LOS ANGELES DIAZ FLORES,PL/4369/EXP/ES/2015,-97.69137,19.28881,24.35,24.85,25.35,,,
2400,PETROMAX S.A. DE C.V.,PL/437/EXP/ES/2015,-100.1731,25.62543,23.49,27.89,,,,
7338,GRUPO GASOLINERO ESTOL S.A. DE C.V.,PL/4370/EXP/ES/2015,-90.59395,19.81099,24.99,,26.95,,,
6116,LUIS ARMANDO RUIZ GARCÍA,PL/4371/EXP/ES/2015,-100.5273,21.29636,23.39,24.58,25.17,,,
6406,IVAN HUGO COMBUSTIBLES S.A. DE C.V.,PL/4372/EXP/ES/2015,-93.10277,16.76995,23.98,24.85,,,,
6729,GASOLINERA DE MERIDA S.A. DE C.V.,PL/4373/EXP/ES/2015,-89.62168,20.99717,24.57,25.47,,,,
5820,GRUPO EL REY CORPORATIVO S. DE R.L. DE C.V.,PL/4374/EXP/ES/2015,-115.4057,32.61737,23.49,24.91,,,,
6004,SÚPER SERVICIO CALPULLI S.A. DE C.V.,PL/4375/EXP/ES/2015,-98.57319,19.59545,23.0,24.98,24.93,,,
7010,SERVICIO SANTIAGO TETLA S.A. DE C.V.,PL/4376/EXP/ES/2015,-98.11365,19.47536,23.46,24.41,25.25,,,
7278,COMBUSTIBLES GASOSUR S.A. DE C.V.,PL/4377/EXP/ES/2015,-99.51319,17.57477,24.75,25.85,26.65,,,
7388,GASOLINERA SAN CRISTOBAL S.A. DE C.V.,PL/4378/EXP/ES/2015,-98.9927,22.70891,23.0,24.0,25.3,,,
7220,SÚPER SERVICIO RAMOS S. DE R. L. DE C. V.,PL/4379/EXP/ES/2015,-110.9675,30.6321,25.79,27.49,,,,
2346,PETROMAX S.A. DE C.V.,PL/438/EXP/ES/2015,-100.9463,25.53754,25.99,27.79,,,,
5983,ESTACIÓN DE SERVICIOS XL S.A. DE C.V.,PL/4380/EXP/ES/2015,-103.2813,25.7629,24.39,,,,,
6743,GASOLINERIA SAN PEDRO S.A. DE C.V.,PL/4381/EXP/ES/2015,-99.02302,22.62856,23.0,24.0,25.3,,,
6632,CORPORATIVO DE COMBUSTIBLES S.A. DE C.V.,PL/4382/EXP/ES/2015,-109.1717,25.91992,25.29,26.05,26.25,,,
5859,SERVICIO LLAZPE S.A. DE C.V.,PL/4383/EXP/ES/2015,-104.6731,26.44131,26.05,,27.75,,,
6426,SERVICIO SAN MARTÍN VIC S.A. DE C.V.,PL/4384/EXP/ES/2015,-98.66191,21.36804,24.73,25.75,26.42,,,
7128,ABASTECEDORA SUZUKA S.A. DE C.V.,PL/4385/EXP/ES/2015,-98.86741,19.26319,23.47,24.68,25.05,,,
6296,COMBUSTIBLES Y LUBRICANTES VIRBE S.A. DE C.V.,PL/4386/EXP/ES/2015,-92.11592,16.21526,25.49,26.29,26.79,,,
6456,SERVICENTRO DE LEÓN S.A. DE C.V.,PL/4387/EXP/ES/2015,-101.6017,21.07413,23.54,26.59,26.26,,,
6126,ABASTECEDORA SUZUKA S.A. DE C.V.,PL/4388/EXP/ES/2015,-99.07701,19.37857,23.5,24.75,26.25,Ciudad de Mexico,Iztapalapa,Avenida Leyes de Reforma No. 1
7469,ULTRA SERVICIO COLINAS S.A. DE C.V.,PL/4389/EXP/ES/2015,-101.0066,22.13923,24.19,25.29,25.89,,,
2046,PETROMAX S.A. DE C.V.,PL/439/EXP/ES/2015,-100.2918,25.77202,23.99,27.89,24.99,,,
6043,COMBUSTIBLES DE LEÓN S.A. DE C.V.,PL/4390/EXP/ES/2015,-101.591,21.06564,23.54,26.59,26.26,,,
7329,OPERADORA LA HERRADURA S.A. DE C.V.,PL/4391/EXP/ES/2015,-101.5717,21.05002,23.64,26.59,26.26,,,
6703,ADMINISTRADORA DE INMUEBLES IXTAPALUCA S.A. DE C.V.,PL/4392/EXP/ES/2015,-98.88152,19.30792,23.8,25.25,,,,
7355,GUERRA MOTORS S. DE R. L. DE C. V.,PL/4393/EXP/ES/2015,-100.9717,22.17004,24.54,25.69,26.04,,,
6595,PORCLA S.A. DE C.V.,PL/4394/EXP/ES/2015,-99.21427,19.76003,23.94,24.99,25.69,,,
5802,INMOBILIARIA RORIBE S.A. DE C.V.,PL/4395/EXP/ES/2015,-117.0221,32.53306,24.45,25.55,,,,
6836,ULTRA SERVICIO LOMAS S.A. DE C.V.,PL/4396/EXP/ES/2015,-101.0328,22.13311,24.19,25.29,25.89,,,
6487,SÚPER SERVICIO PRIMO DE VERDAD S.A. DE C.V.,PL/4397/EXP/ES/2015,-104.6768,24.0155,24.5,,25.5,,,
6776,SERVICIO LERMA DEL PACIFICO S.A. DE C.V.,PL/4398/EXP/ES/2015,-105.8456,22.72369,25.22,26.24,26.78,,,
6982,COMBUSTIBLES RESURGIMIENTO S.A. DE C.V.,PL/4399/EXP/ES/2015,-98.18135,19.04007,24.29,25.58,25.99,,,
2469,PETROMAX S.A. DE C.V.,PL/440/EXP/ES/2015,-100.1889,25.49524,24.59,27.89,,,,
6768,RANCHO VIEJO SEMILLAS S.A. DE C.V.,PL/4400/EXP/ES/2015,-109.8913,27.36337,25.39,,26.69,,,
7064,SERVI BOULEVARD S.A. DE C.V.,PL/4401/EXP/ES/2015,-99.21586,19.76048,23.89,24.89,25.69,,,
7207,SERVICIO ATOCHA S.A. DE C.V.,PL/4402/EXP/ES/2015,-102.8484,23.15214,24.65,25.99,26.1,,,
7494,"GASOLINERA LOMAS DEL TAPATIO, S.A. DE C.V.",PL/4403/EXP/ES/2015,-103.3149,20.60883,,,,,,
6286,SERVICIO ROHANA S.A. DE C.V.,PL/4404/EXP/ES/2015,-104.4042,29.55761,20.29,22.79,,,,
7392,AUTO SERVICIOS COSTEÑO S.A. DE C.V.,PL/4405/EXP/ES/2015,-103.7214,19.21519,24.68,25.79,26.49,,,
6382,OPERADORA RÍO COLORADO S. DE R. L. DE C. V.,PL/4406/EXP/ES/2015,-113.5207,31.31748,24.99,26.05,26.51,,,
6549,OPERADORA RÍO COLORADO S. DE R. L. DE C. V.,PL/4407/EXP/ES/2015,-113.5405,31.30875,24.99,26.05,26.49,,,
6435,SILBEN S.A. DE C.V.,PL/4408/EXP/ES/2015,-98.77553,21.26608,25.1,25.78,26.46,,,
7270,COMBURED SA DE CV,PL/4409/EXP/ES/2015,-100.6678,22.46636,25.16,,26.07,,,
2486,PETROMAX S.A. DE C.V.,PL/441/EXP/ES/2015,-100.2766,25.70874,24.59,27.89,25.99,,,
6483,SILBEN S.A. DE C.V.,PL/4410/EXP/ES/2015,-98.58854,21.71823,24.65,,25.85,,,
6301,JOSÉ LUIS MARRUFO LÓPEZ,PL/4411/EXP/ES/2015,-103.2745,25.79079,25.19,25.99,26.79,,,
5950,JOSÉ LUIS MARRUFO LÓPEZ,PL/4412/EXP/ES/2015,-103.2456,25.76119,25.19,25.99,26.79,,,
6258,ESTACIÓN DE SERVICIOS XL S.A. DE C.V.,PL/4413/EXP/ES/2015,-103.0999,25.77151,24.89,25.99,26.59,,,
7141,GASOLINERA TOPOLOBAMPO S.A. DE C.V.,PL/4414/EXP/ES/2015,-109.0584,25.59682,25.96,,,,,
6959,UNIÓN DE EJIDOS DE PRODUCCIÓN Y COMERCIALIZACIÓN AGROP. Y FORESTAL ZONA URIQUE,PL/4415/EXP/ES/2015,-108.0673,27.4058,26.0,,27.5,,,
5881,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4416/EXP/ES/2015,-100.3892,20.5862,24.19,25.79,,,,
6387,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4417/EXP/ES/2015,-100.4368,20.61559,24.39,25.79,25.79,,,
6018,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4418/EXP/ES/2015,-98.81083,20.02253,24.69,25.59,25.99,,,
5770,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4419/EXP/ES/2015,-100.2172,20.55605,24.39,25.89,25.99,,,
2414,PETROMAX S.A. DE C.V.,PL/442/EXP/ES/2015,-98.32571,26.07711,21.69,23.39,,,,
7403,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4420/EXP/ES/2015,-101.4471,20.56545,24.99,26.59,26.79,,,
5833,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4421/EXP/ES/2015,-101.177,20.59787,25.29,27.19,26.99,,,
6940,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4422/EXP/ES/2015,-100.3998,20.57914,24.29,25.79,,,,
5767,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4423/EXP/ES/2015,-100.2183,20.55427,24.39,25.89,25.99,,,
5794,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4424/EXP/ES/2015,-99.98417,20.38845,24.59,26.69,,,,
6898,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4425/EXP/ES/2015,-100.3662,20.59131,24.89,25.89,,,,
6157,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4426/EXP/ES/2015,-100.4311,20.65999,24.99,25.99,25.89,,,
5869,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4427/EXP/ES/2015,-100.4152,20.5938,24.59,25.79,26.29,,,
5902,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/4428/EXP/ES/2015,-100.368,20.58777,24.99,25.99,,,,
5952,GRUPO VEGA CERECER S.A. DE C.V.,PL/4429/EXP/ES/2015,-108.9341,25.92504,26.2,,26.72,,,
2069,PETROMAX S.A. DE C.V.,PL/443/EXP/ES/2015,-98.32712,26.06297,21.69,23.39,,,,
5825,SOCORRO PARRA MALDONADO,PL/4430/EXP/ES/2015,-106.8943,28.39447,23.3,24.99,24.85,,,
6049,SERVICIO FAMBA S.A. DE C.V.,PL/4431/EXP/ES/2015,-107.9148,30.42908,24.28,25.0,25.4,,,
6624,SERVICIO GOEL S.A. DE C.V.,PL/4432/EXP/ES/2015,-106.0731,28.62793,,,,,,
7350,SERVICIO FLORES GARCÍA S.A. DE C.V.,PL/4433/EXP/ES/2015,-100.1816,26.49992,26.48,27.88,,,,
6238,PILAR OMAR FLORES GARZA,PL/4434/EXP/ES/2015,-100.1726,26.48378,26.49,27.89,,,,
6746,MULTISERVICIOS ENTRONQUE PUERTA DE CALERAS MADRID S.A. DE C.V.,PL/4435/EXP/ES/2015,-103.8586,18.97824,24.89,25.89,26.49,,,
6975,MAGNOGAS S.A. DE C.V.,PL/4436/EXP/ES/2015,-103.7477,19.26966,24.39,25.69,26.09,,,
6390,GRUPO DIAMANTE DE COLIMA S.A. DE C.V.,PL/4437/EXP/ES/2015,-103.7478,19.27073,24.39,25.69,26.09,,,
6242,GASCOL DE OCCIDENTE S.A. DE C.V.,PL/4438/EXP/ES/2015,-103.6743,19.26868,24.5,25.9,26.9,,,
5940,SERVICIO ARMERIA S.A. DE C.V.,PL/4439/EXP/ES/2015,-103.9092,18.94515,24.9,25.99,26.74,,,
2459,PETROMAX S.A. DE C.V.,PL/444/EXP/ES/2015,-100.3207,25.66751,24.19,27.89,,,,
6934,GRUPO CHANONA ESPINOSA S.A. DE C.V.,PL/4440/EXP/ES/2015,-92.99559,16.11626,24.5,25.4,26.2,,,
7465,GASOLINERA LA GOMA S. DE R. L. DE C. V.,PL/4441/EXP/ES/2015,-103.6919,25.48957,25.59,26.59,27.59,,,
6071,SERVICIO LÁZARO CÁRDENAS S.A. DE C.V.,PL/4442/EXP/ES/2015,-91.83917,16.12465,24.28,25.08,25.78,,,
7501,MARÍA ENGRACIA ROSAS ZEPEDA,PL/4443/EXP/ES/2015,-103.924,20.43472,,,,,,
5803,GASOLINERA JUANACATLÁN S.A. DE C.V.,PL/4444/EXP/ES/2015,-103.1732,20.51097,23.79,24.66,24.95,,,
6011,GERARDO XAVIER DE HOYOS PERALES,PL/4445/EXP/ES/2015,-100.9178,28.48603,24.99,25.79,25.99,,,
